IMG_ID,dice_artery,artery_voxels,ostia_found,ostia_status,segmentation_attempted,proceeded_with_bad_ostia,skip_reason,ostia_error,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
344,0.6570954954954955,217355.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(194, 343, 178)","(266, 262, 220)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
720,0.5207794380234734,105687.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(194, 340, 185)","(249, 247, 205)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
682,0.2853227081065249,43330.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,inf,"(166, 330, 137)",,,um correto,scipy,N/A,"[1, 1, 1]",99.7
48,0.5032218644780233,252757.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(224, 372, 172)","(283, 278, 196)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
398,0.39252362552953773,83083.0,True,found_but_wrong,True,True,,,False,False,False,True,13.252109575577958,0.0,"(160, 343, 229)","(245, 275, 235)",,um correto,scipy,N/A,"[1, 1, 1]",99.7
780,0.0,,False,not_found,False,False,ostia_not_found,Nenhuma superfície de aorta encontrada!,False,False,False,False,,,,,,óstios não encontrados,scipy,N/A,"[1, 1, 1]",99.7
847,0.5835597770982212,163524.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(184, 322, 197)","(246, 259, 223)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
815,0.3121338862347769,699136.0,True,found_but_wrong,True,True,,,False,False,False,False,27.02263342616993,0.6089867553272916,"(131, 368, 221)","(232, 272, 230)",,nenhum correto,scipy,N/A,"[1, 1, 1]",99.7
390,0.420348663375701,83932.0,True,found_but_wrong,True,True,,,False,False,False,True,32.502466254925764,0.0,"(247, 310, 121)","(186, 248, 182)",,um correto,scipy,N/A,"[1, 1, 1]",99.7
743,0.6774451806647166,204223.0,True,both_tolerable,True,False,,,False,True,False,True,0.63671875,0.0,"(182, 316, 162)","(258, 271, 208)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
103,0.6715866890766065,177460.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(186, 299, 131)","(287, 193, 176)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
959,0.3916265040490476,85447.0,True,both_tolerable,True,False,,,False,True,False,True,5.100551440775791,0.0,"(160, 367, 209)","(210, 280, 217)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
879,0.6937057053631269,172460.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(176, 312, 199)","(240, 229, 233)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
677,0.5327145212151846,144783.0,True,found_but_wrong,True,True,,,False,False,False,True,32.60046914354004,0.0,"(76, 335, 197)","(217, 243, 197)",,um correto,scipy,N/A,"[1, 1, 1]",99.7
699,0.2043232028574248,274052.0,True,both_tolerable,True,False,,,False,True,False,False,2.618791777430034,7.659336760171398,"(201, 275, 139)","(269, 172, 122)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
956,0.566182005252755,106533.0,True,both_tolerable,True,False,,,False,True,False,True,0.63671875,0.0,"(207, 338, 174)","(279, 250, 206)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
578,0.7132282127409805,105997.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(150, 390, 183)","(237, 328, 241)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
