IMG_ID,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status
968,False,True,True,False,0.0,0.71875,"(99, 162, 205)","(119, 121, 235)",,ambos toleráveis
768,False,False,False,False,7.541944073656092,2.160392872438078,"(83, 156, 179)","(109, 126, 214)",,nenhum correto
111,False,False,False,False,2.0999500087055645,6.777765882026503,"(113, 145, 184)","(137, 122, 194)",,nenhum correto
1000,False,True,False,False,0.66796875,0.66796875,"(90, 164, 164)","(123, 129, 205)",,ambos toleráveis
580,False,True,False,False,3.7233366049328405,0.5,"(84, 159, 161)","(105, 122, 184)",,ambos toleráveis
509,False,True,True,False,0.0,3.4375221945306222,"(115, 182, 173)","(129, 135, 203)",,ambos toleráveis
800,False,False,False,False,14.696191951023508,1.1476799159404703,"(66, 166, 194)","(105, 142, 195)",,nenhum correto
68,False,True,False,True,1.4237464075486943,0.0,"(95, 168, 146)","(115, 133, 175)",,ambos toleráveis
583,False,True,False,False,0.71484375,1.229228045121841,"(94, 154, 181)","(115, 129, 223)",,ambos toleráveis
709,False,True,False,False,2.359355598016252,1.2476601635818394,"(99, 167, 185)","(119, 140, 214)",,ambos toleráveis
654,False,True,True,False,0.0,0.8691559865215507,"(105, 163, 157)","(98, 125, 184)",,ambos toleráveis
853,False,True,True,False,0.0,0.9013878188659973,"(96, 148, 191)","(111, 118, 214)",,ambos toleráveis
921,False,True,True,False,0.0,0.904640610291768,"(101, 172, 148)","(103, 135, 180)",,ambos toleráveis
570,False,True,True,False,0.0,2.7361601315758186,"(95, 189, 197)","(110, 146, 225)",,ambos toleráveis
690,False,True,False,True,2.9756960271007395,0.0,"(97, 169, 156)","(124, 142, 189)",,ambos toleráveis
106,False,True,False,False,0.63671875,1.8009125833344883,"(82, 162, 152)","(140, 98, 146)",,ambos toleráveis
502,False,True,False,False,1.2734375,1.91015625,"(112, 173, 153)","(121, 139, 173)",,ambos toleráveis
118,False,False,False,False,6.4653523685875,1.5722352966795397,"(85, 169, 159)","(112, 141, 188)",,nenhum correto
478,False,True,False,False,0.69921875,2.323824809051677,"(112, 170, 212)","(119, 143, 236)",,ambos toleráveis
771,True,True,True,True,0.0,0.0,"(99, 180, 165)","(125, 129, 194)",,ambos corretos
90,False,True,True,False,0.0,0.8281342128025279,"(88, 158, 157)","(112, 119, 186)",,ambos toleráveis
985,False,False,False,False,,,,,Segundo óstio não encontrado!,erro
842,False,True,False,False,0.69921875,1.6415036709547173,"(96, 151, 213)","(117, 116, 234)",,ambos toleráveis
585,False,True,False,False,0.66015625,0.8281342128025279,"(94, 130, 138)","(111, 93, 168)",,ambos toleráveis
883,True,True,True,True,0.0,0.0,"(113, 167, 192)","(137, 138, 218)",,ambos corretos
461,False,True,True,False,0.0,0.68359375,"(92, 162, 176)","(105, 114, 213)",,ambos toleráveis
492,False,True,False,False,1.8690334755730031,0.63671875,"(98, 155, 187)","(121, 119, 206)",,ambos toleráveis
182,False,False,False,False,53.58124854193396,38.227858174700295,"(52, 157, 263)","(78, 125, 263)",,nenhum correto
757,False,True,False,False,0.71875,1.7511157157652375,"(86, 164, 198)","(110, 129, 235)",,ambos toleráveis
604,False,True,True,False,0.0,2.1558112098827786,"(96, 189, 165)","(106, 155, 210)",,ambos toleráveis
769,False,True,False,False,0.63671875,1.345667690480501,"(101, 149, 120)","(119, 116, 143)",,ambos toleráveis
534,False,False,False,False,10.638792174198219,19.405180626735994,"(82, 145, 239)","(97, 123, 213)",,nenhum correto
444,False,True,False,False,0.68359375,2.029581646585387,"(96, 167, 232)","(120, 130, 258)",,ambos toleráveis
863,False,True,False,False,1.4453125,0.8787673501354397,"(99, 159, 183)","(118, 124, 226)",,ambos toleráveis
635,False,True,False,False,1.127831181439902,1.229228045121841,"(86, 165, 191)","(108, 140, 225)",,ambos toleráveis
416,False,True,True,False,0.0,0.578125,"(106, 179, 143)","(131, 134, 168)",,ambos toleráveis
166,False,False,True,False,0.0,27.839621223854596,"(116, 178, 158)","(119, 138, 149)",,um correto
687,False,True,False,True,1.1080675614343762,0.0,"(94, 164, 177)","(110, 128, 204)",,ambos toleráveis
904,False,False,False,False,6.661467750270253,40.74910018957186,"(80, 133, 168)","(15, 95, 164)",,nenhum correto
528,True,True,True,True,0.0,0.0,"(89, 169, 146)","(100, 123, 171)",,ambos corretos
16,False,True,False,False,1.5625,0.78125,"(85, 159, 185)","(108, 133, 218)",,ambos toleráveis
741,False,False,False,False,23.182230306895693,40.59843200512076,"(67, 166, 232)","(56, 137, 245)",,nenhum correto
448,False,True,True,False,0.0,0.75,"(111, 163, 166)","(127, 133, 206)",,ambos toleráveis
522,False,False,False,False,45.04069831835296,33.63396598087325,"(69, 153, 259)","(72, 112, 259)",,nenhum correto
491,False,True,False,False,0.68359375,2.1416120272344643,"(99, 197, 168)","(114, 162, 205)",,ambos toleráveis
178,False,True,False,False,0.63671875,0.63671875,"(94, 166, 140)","(106, 127, 178)",,ambos toleráveis
965,False,True,False,False,0.7734375,0.7734375,"(109, 155, 183)","(105, 120, 198)",,ambos toleráveis
23,False,False,False,False,62.258420933821085,64.96379724425427,"(43, 119, 271)","(40, 115, 272)",,nenhum correto
30,False,False,True,False,0.0,9.116005841375927,"(96, 151, 164)","(117, 110, 185)",,um correto
873,False,True,False,False,1.65625,2.104508274662991,"(94, 153, 171)","(113, 124, 207)",,ambos toleráveis
539,False,False,False,False,30.160192423644283,16.04817766438471,"(59, 165, 156)","(121, 145, 129)",,nenhum correto
493,False,True,False,False,2.5040646888250135,0.63671875,"(105, 179, 208)","(120, 136, 227)",,ambos toleráveis
1,False,True,True,False,0.0,2.8166906713181383,"(100, 182, 126)","(112, 148, 166)",,ambos toleráveis
991,False,True,True,False,0.0,2.922807024646053,"(84, 176, 150)","(101, 139, 170)",,ambos toleráveis
820,False,True,True,False,0.0,1.2383798265179236,"(98, 166, 175)","(115, 135, 218)",,ambos toleráveis
994,False,True,False,False,1.1526548838442494,1.716546883462552,"(86, 144, 141)","(98, 110, 184)",,ambos toleráveis
698,False,True,False,False,2.23828125,0.74609375,"(93, 175, 156)","(96, 137, 169)",,ambos toleráveis
529,True,True,True,True,0.0,0.0,"(85, 137, 178)","(112, 97, 223)",,ambos corretos
840,False,True,False,False,0.7265625,2.114980976569293,"(99, 167, 152)","(113, 137, 180)",,ambos toleráveis
22,False,True,True,False,0.0,1.8266094479103387,"(97, 175, 194)","(107, 128, 219)",,ambos toleráveis
484,False,False,False,False,,,,,Segundo óstio não encontrado!,erro
96,False,True,True,False,0.0,0.63671875,"(95, 144, 200)","(115, 103, 216)",,ambos toleráveis
657,False,False,False,False,,,,,Nenhuma superfície de aorta encontrada!,erro
67,False,False,False,True,36.22482499000707,0.0,"(55, 155, 204)","(106, 140, 185)",,um correto
525,False,True,False,False,0.75,1.0606601717798212,"(111, 151, 196)","(126, 115, 223)",,ambos toleráveis
565,False,False,False,False,0.63671875,23.486291011535126,"(106, 139, 155)","(128, 93, 148)",,nenhum correto
775,False,True,True,False,0.0,1.7319274678537349,"(90, 162, 157)","(107, 121, 191)",,ambos toleráveis
408,False,True,True,False,0.0,1.0639351520710743,"(87, 159, 201)","(104, 122, 235)",,ambos toleráveis
862,False,True,True,False,0.0,0.940749576468148,"(84, 128, 193)","(96, 86, 227)",,ambos toleráveis
940,True,True,True,True,0.0,0.0,"(91, 144, 160)","(103, 102, 177)",,ambos corretos
932,False,False,False,False,9.857135306724674,27.656367242424512,"(68, 149, 180)","(59, 119, 177)",,nenhum correto
805,False,False,True,False,0.0,38.887063071366114,"(103, 160, 189)","(90, 59, 167)",,um correto
610,False,False,False,False,8.9140625,25.512883540723106,"(91, 139, 178)","(66, 121, 184)",,nenhum correto
52,False,True,False,True,4.375223208591763,0.0,"(103, 151, 176)","(116, 115, 196)",,ambos toleráveis
79,False,False,True,False,0.0,22.63859798605943,"(95, 151, 116)","(112, 119, 103)",,um correto
555,False,True,True,False,0.0,2.9754960359839586,"(86, 176, 183)","(115, 136, 225)",,ambos toleráveis
558,False,True,True,False,0.0,0.8981402361485997,"(96, 162, 176)","(122, 132, 213)",,ambos toleráveis
685,False,False,False,False,19.010151610595127,11.542301826122573,"(66, 167, 207)","(102, 132, 204)",,nenhum correto
14,False,True,True,False,0.0,0.5,"(105, 137, 206)","(121, 96, 249)",,ambos toleráveis
593,False,False,False,False,44.207205213605754,47.45469802093163,"(101, 128, 270)","(87, 104, 270)",,nenhum correto
612,False,True,True,False,0.0,1.8485933471916558,"(87, 162, 158)","(107, 133, 197)",,ambos toleráveis
75,False,False,False,False,,,,,Segundo óstio não encontrado!,erro
513,False,False,False,False,6.700707059531572,1.6788015468747528,"(91, 155, 202)","(121, 115, 210)",,nenhum correto
454,False,True,True,False,0.0,1.5293554925707267,"(97, 176, 185)","(103, 139, 212)",,ambos toleráveis
999,False,False,False,True,12.68997063094544,0.0,"(68, 136, 175)","(124, 113, 167)",,um correto
884,False,False,True,False,0.0,45.37639100856209,"(128, 124, 183)","(65, 72, 138)",,um correto
195,False,False,False,False,16.71572010001107,1.8690334755730031,"(59, 164, 188)","(101, 128, 161)",,nenhum correto
151,False,True,True,False,0.0,2.096826826244316,"(93, 177, 129)","(92, 138, 170)",,ambos toleráveis
818,False,True,False,True,0.89453125,0.0,"(83, 144, 190)","(92, 99, 203)",,ambos toleráveis
674,False,False,False,False,7.923670939484209,0.8095744354916121,"(95, 129, 203)","(106, 105, 221)",,nenhum correto
189,False,False,False,False,8.542478445292165,8.027438792016437,"(114, 129, 174)","(130, 98, 191)",,nenhum correto
708,False,True,False,False,1.5089909983190133,1.1855002178833889,"(88, 142, 138)","(111, 113, 172)",,ambos toleráveis
925,False,True,False,False,1.724904640989702,0.8916609243998318,"(110, 150, 170)","(109, 117, 205)",,ambos toleráveis
803,False,True,False,False,1.833875171469217,1.4984122456161721,"(93, 206, 198)","(107, 171, 224)",,ambos toleráveis
942,False,True,True,False,0.0,1.7319274678537349,"(96, 141, 182)","(111, 109, 216)",,ambos toleráveis
44,False,False,False,False,1.1796875,18.104486050731538,"(97, 130, 152)","(120, 106, 138)",,nenhum correto
552,False,True,True,False,0.0,2.0128978643984894,"(84, 176, 186)","(102, 141, 231)",,ambos toleráveis
665,False,True,True,False,0.0,0.5,"(101, 179, 139)","(113, 148, 184)",,ambos toleráveis
