IMG_ID,dice_artery,artery_voxels,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status
172,0.4740257247072375,19297.0,False,True,False,False,2.577343631592904,0.9774136915421547,"(86, 136, 138)","(103, 113, 190)",,ambos toleráveis
427,0.5905775075987842,9021.0,False,True,False,False,1.71875,1.7900004364524607,"(86, 179, 172)","(95, 145, 203)",,ambos toleráveis
426,0.615506255522999,32096.0,False,True,False,False,0.9004562916672442,1.2734375,"(91, 175, 145)","(96, 134, 168)",,ambos toleráveis
123,0.7027085217241528,23532.0,False,True,False,False,0.7734375,0.7734375,"(101, 166, 202)","(125, 133, 223)",,ambos toleráveis
682,0.7320301598883726,43915.0,False,True,False,False,1.029961908617559,0.5,"(84, 163, 137)","(101, 120, 178)",,ambos toleráveis
452,0.641571907811615,26287.0,False,True,False,False,0.6796875,1.8193063206291704,"(106, 189, 191)","(125, 154, 222)",,ambos toleráveis
494,0.734008421896932,20565.0,False,True,True,False,0.0,0.63671875,"(97, 165, 183)","(113, 117, 214)",,ambos toleráveis
930,0.6824277403126495,29482.0,True,True,True,True,0.0,0.0,"(99, 168, 163)","(118, 129, 204)",,ambos corretos
936,0.3692221400708768,12249.0,False,True,True,False,0.0,0.72265625,"(88, 185, 129)","(99, 151, 158)",,ambos toleráveis
40,0.6763606939717747,44803.0,False,True,True,False,0.0,1.9600696847166716,"(102, 142, 165)","(115, 108, 192)",,ambos toleráveis
877,0.6682076504631641,30608.0,False,True,False,False,2.0390625,1.0834898224314338,"(116, 168, 222)","(124, 137, 242)",,ambos toleráveis
559,0.7526244252291854,36772.0,False,True,False,True,1.892883465113476,0.0,"(91, 148, 182)","(111, 113, 234)",,ambos toleráveis
404,0.5819101014356548,36107.0,False,True,False,False,1.3984375,0.8595969173697416,"(94, 155, 201)","(108, 118, 227)",,ambos toleráveis
704,0.7014577762442853,33166.0,False,True,False,False,1.53125,0.9144296805249708,"(109, 171, 175)","(118, 149, 212)",,ambos toleráveis
103,0.7530426744723463,27556.0,False,True,True,False,0.0,1.345667690480501,"(107, 136, 133)","(125, 108, 170)",,ambos toleráveis
934,0.7453340966713012,31669.0,False,True,True,False,0.0,0.671875,"(86, 169, 219)","(111, 137, 246)",,ambos toleráveis
959,0.6760125283507938,22114.0,False,True,False,False,0.5,1.8027756377319946,"(95, 181, 171)","(103, 142, 213)",,ambos toleráveis
164,0.6999055316468983,25823.0,False,True,False,False,1.3671875,0.8469358978335152,"(99, 163, 202)","(117, 121, 220)",,ambos toleráveis
782,0.7408037144819017,31867.0,False,True,False,False,1.6248732297306496,1.0982191061341653,"(88, 177, 174)","(99, 144, 199)",,ambos toleráveis
548,0.7311619647253501,26293.0,False,True,False,False,1.2734375,1.967649121771016,"(111, 142, 199)","(131, 108, 213)",,ambos toleráveis
409,0.5847074630511787,20419.0,False,True,False,False,1.703254904736168,0.76171875,"(94, 152, 185)","(122, 117, 221)",,ambos toleráveis
541,0.44637965575043953,19547.0,False,True,False,True,1.2076947508903584,0.0,"(96, 173, 173)","(114, 144, 214)",,ambos toleráveis
49,0.7177593386219264,35205.0,False,True,True,False,0.0,0.63671875,"(120, 174, 192)","(134, 126, 208)",,ambos toleráveis
477,0.7716498553051973,29077.0,True,True,True,True,0.0,0.0,"(97, 173, 185)","(111, 118, 221)",,ambos corretos
684,0.564490257068333,43575.0,False,True,False,False,1.624643139902191,2.0884377571823873,"(102, 144, 166)","(113, 122, 206)",,ambos toleráveis
620,0.7499957264226739,30469.0,False,True,True,False,0.0,1.4851354959754515,"(96, 165, 173)","(114, 121, 196)",,ambos toleráveis
37,0.7770741119055726,21958.0,False,True,False,False,0.7265625,1.1427099950610828,"(95, 179, 175)","(111, 147, 212)",,ambos toleráveis
616,0.6999318064634167,32767.0,True,True,True,True,0.0,0.0,"(95, 153, 172)","(115, 106, 215)",,ambos corretos
642,0.21046918345193583,5046.0,False,True,False,False,0.7109375,1.5897045777537568,"(96, 188, 180)","(105, 140, 213)",,ambos toleráveis
749,0.774544812697723,36744.0,False,True,False,False,0.9833203675875426,1.8485933471916558,"(89, 150, 181)","(110, 125, 220)",,ambos toleráveis
953,,,False,False,False,True,15.99688356566605,0.0,"(101, 132, 178)","(114, 101, 187)",,um correto
662,0.6917146076745152,15614.0,False,True,False,False,1.739843048383334,1.739843048383334,"(105, 170, 190)","(116, 138, 215)",,ambos toleráveis
135,0.5650327276004642,58361.0,False,True,False,False,1.0933034802834938,1.4630874888399532,"(104, 158, 195)","(125, 129, 226)",,ambos toleráveis
724,,,False,False,False,False,57.02791300168826,57.71784322260778,"(43, 109, 267)","(56, 81, 264)",,nenhum correto
196,0.4004312071893305,77836.0,False,True,True,False,0.0,0.63671875,"(95, 157, 176)","(116, 119, 213)",,ambos toleráveis
589,0.4960905565454355,15975.0,False,True,True,False,0.0,1.0785919505091464,"(92, 173, 195)","(113, 129, 208)",,ambos toleráveis
149,,,False,False,False,False,26.586287602381844,1.42984758325079,"(58, 183, 221)","(107, 147, 174)",,nenhum correto
511,0.7664305206414926,37703.0,False,True,True,False,0.0,0.765625,"(104, 156, 206)","(114, 107, 224)",,ambos toleráveis
71,0.6702319673774985,29063.0,False,True,False,False,1.1526548838442494,1.8244487609275302,"(101, 193, 162)","(104, 163, 214)",,ambos toleráveis
841,,,False,False,True,False,0.0,17.158528494531698,"(84, 174, 193)","(95, 149, 170)",,um correto
483,0.634994517421174,25153.0,False,True,True,False,0.0,1.029961908617559,"(114, 169, 185)","(131, 132, 216)",,ambos toleráveis
47,0.6351351351351351,25544.0,False,True,True,False,0.0,1.0834898224314338,"(103, 155, 196)","(123, 122, 231)",,ambos toleráveis
812,,,False,False,False,False,15.037096056503064,1.0213779372127636,"(94, 171, 209)","(98, 130, 204)",,nenhum correto
578,0.4817896389324961,8223.0,True,True,True,True,0.0,0.0,"(90, 195, 185)","(111, 160, 234)",,ambos corretos
12,0.6257324733358627,22292.0,False,True,True,False,0.0,2.655609412646947,"(103, 158, 156)","(114, 131, 196)",,ambos toleráveis
981,0.6358168933154568,12743.0,False,True,True,False,0.0,1.7639649275495815,"(85, 140, 160)","(109, 104, 197)",,ambos toleráveis
595,0.08040749499727123,1266.0,False,True,False,True,0.69140625,0.0,"(93, 160, 236)","(116, 123, 250)",,ambos toleráveis
6,0.5227027859011851,10711.0,False,True,False,False,1.658151362928853,1.1179384495369702,"(83, 145, 141)","(106, 120, 190)",,ambos toleráveis
144,0.6172051743140553,28890.0,False,True,True,False,0.0,2.5439976077278454,"(98, 147, 131)","(116, 112, 165)",,ambos toleráveis
577,0.44770394263670643,18214.0,False,True,True,False,0.0,1.4237464075486943,"(90, 143, 198)","(117, 111, 213)",,ambos toleráveis
939,,,False,False,True,False,0.0,29.441679639585782,"(93, 182, 145)","(90, 138, 135)",,um correto
845,0.6903504724799645,29874.0,False,True,False,False,1.6508470615135167,0.73828125,"(92, 183, 205)","(119, 152, 242)",,ambos toleráveis
73,0.7126831199683252,44088.0,False,True,True,False,0.0,0.5,"(91, 155, 159)","(119, 126, 195)",,ambos toleráveis
58,0.6913629957720958,25105.0,False,True,True,False,0.0,1.863309911991293,"(100, 175, 131)","(112, 139, 173)",,ambos toleráveis
535,0.5606927173659029,42974.0,False,True,False,False,0.63671875,1.1855002178833889,"(100, 157, 159)","(142, 134, 186)",,ambos toleráveis
114,,,False,False,False,True,11.66435553047858,0.0,"(110, 176, 196)","(115, 150, 205)",,um correto
804,0.6281134189433767,20033.0,False,True,False,False,1.1377451873456221,2.733554564416197,"(99, 164, 162)","(123, 133, 181)",,ambos toleráveis
952,0.7329938375572156,26724.0,False,True,False,False,1.5916662618959454,1.0785919505091464,"(90, 159, 157)","(103, 118, 198)",,ambos toleráveis
173,0.6266052728721028,31081.0,False,True,False,False,0.63671875,1.1855002178833889,"(99, 162, 200)","(121, 122, 237)",,ambos toleráveis
153,0.6849036610946522,22346.0,False,True,False,True,1.0661844435078411,0.0,"(96, 147, 175)","(110, 110, 211)",,ambos toleráveis
695,0.7115954845757686,20494.0,False,True,False,False,1.2734375,1.1855002178833889,"(96, 146, 163)","(108, 116, 187)",,ambos toleráveis
540,0.45055946349819587,20629.0,False,True,False,False,2.002516117483515,0.8671875,"(92, 172, 146)","(101, 139, 187)",,ambos toleráveis
681,0.7221544689892754,42855.0,False,True,False,True,1.029961908617559,0.0,"(97, 156, 135)","(126, 111, 167)",,ambos toleráveis
442,0.7015714389166485,34286.0,False,True,True,False,0.0,1.492494242032444,"(93, 176, 174)","(111, 130, 215)",,ambos toleráveis
773,0.6576856649395509,27841.0,False,True,False,False,0.67578125,0.5,"(95, 155, 217)","(125, 123, 244)",,ambos toleráveis
729,0.47734275874569515,8102.0,False,True,False,False,2.0625,0.8500919067959652,"(105, 154, 151)","(111, 122, 181)",,ambos toleráveis
48,0.6166462268007522,70140.0,False,True,False,False,0.671875,0.8375058302035873,"(119, 176, 176)","(135, 143, 196)",,ambos toleráveis
660,0.7634139994795732,39858.0,False,True,False,False,0.7109375,2.508676350438613,"(93, 158, 152)","(105, 126, 194)",,ambos toleráveis
7,0.675883808707434,37384.0,False,True,False,False,0.6875,0.8500919067959652,"(94, 151, 132)","(115, 107, 173)",,ambos toleráveis
566,0.7608389218743326,37049.0,False,True,True,False,0.0,0.8564224849081498,"(83, 183, 161)","(99, 142, 196)",,ambos toleráveis
574,0.6309868594269848,23445.0,False,True,False,False,0.63671875,1.345667690480501,"(102, 133, 206)","(125, 104, 231)",,ambos toleráveis
678,0.6786317303483209,23493.0,False,True,True,False,0.0,3.5764060076619693,"(101, 150, 180)","(102, 102, 192)",,ambos toleráveis
722,0.6664925065310051,41753.0,False,True,True,False,0.0,1.4630874888399532,"(95, 179, 164)","(111, 119, 184)",,ambos toleráveis
437,0.5855821907881388,40528.0,False,True,False,False,0.9777960958595228,1.0982191061341653,"(106, 165, 188)","(119, 133, 215)",,ambos toleráveis
888,0.6167564165326247,13477.0,False,True,False,False,0.7734375,0.7734375,"(97, 155, 201)","(116, 123, 221)",,ambos toleráveis
605,0.746008902573714,32105.0,False,True,False,False,1.4296875,0.5,"(93, 166, 149)","(104, 131, 183)",,ambos toleráveis
425,0.43124524067171655,16822.0,False,True,True,False,0.0,0.8852031375489823,"(95, 180, 177)","(106, 141, 202)",,ambos toleráveis
501,,,False,False,False,False,1.7447080981230785,31.42222099549997,"(116, 153, 234)","(105, 131, 182)",,nenhum correto
745,0.40182286506835746,16205.0,False,True,False,False,0.80078125,0.80078125,"(102, 173, 175)","(119, 141, 216)",,ambos toleráveis
918,0.4415810047777617,18508.0,False,True,True,False,0.0,0.63671875,"(100, 162, 194)","(118, 110, 212)",,ambos toleráveis
165,0.29480225680721744,6131.0,False,True,False,False,1.1269514325160601,1.2786750039102979,"(91, 146, 187)","(104, 115, 223)",,ambos toleráveis
858,0.0,0.0,False,True,False,False,2.75,4.5,"(98, 150, 172)","(116, 131, 197)",,ambos toleráveis
643,0.6754971843370564,30548.0,True,True,True,True,0.0,0.0,"(118, 161, 161)","(134, 124, 195)",,ambos corretos
192,0.545813637246649,13829.0,True,True,True,True,0.0,0.0,"(92, 172, 151)","(115, 129, 178)",,ambos corretos
200,0.11941112858828155,370629.0,False,True,False,False,1.2734375,1.3680800657879093,"(98, 139, 204)","(114, 99, 231)",,ambos toleráveis
549,0.6776354105998835,23621.0,False,True,False,False,1.2734375,1.029961908617559,"(104, 168, 195)","(125, 139, 216)",,ambos toleráveis
181,0.7174924880692866,40996.0,False,True,False,False,1.53125,0.765625,"(96, 173, 185)","(114, 139, 220)",,ambos toleráveis
649,0.7432662350575602,22363.0,False,True,False,False,2.099223256647563,0.7421875,"(90, 144, 186)","(101, 103, 214)",,ambos toleráveis
179,,,False,False,False,False,10.907856732693942,1.167609424241739,"(80, 162, 194)","(111, 136, 221)",,nenhum correto
754,0.7455281665127513,34920.0,True,True,True,True,0.0,0.0,"(88, 164, 210)","(124, 127, 227)",,ambos corretos
94,0.4070001437401179,7930.0,False,True,False,False,2.043980539367364,1.6914964612201566,"(93, 166, 178)","(112, 136, 217)",,ambos toleráveis
948,0.41683956897128704,13345.0,False,True,False,False,1.082757258691901,0.9144296805249708,"(96, 168, 170)","(105, 125, 209)",,ambos toleráveis
797,0.3234159952346616,98957.0,False,True,False,False,1.2734375,1.029961908617559,"(117, 161, 196)","(134, 124, 214)",,ambos toleráveis
726,0.6597460703702976,28551.0,False,True,False,False,1.2734375,0.5,"(112, 153, 121)","(122, 124, 150)",,ambos toleráveis
723,0.46787445776983927,19857.0,False,True,True,False,0.0,1.0883936925938724,"(79, 179, 150)","(104, 152, 187)",,ambos toleráveis
108,0.5183834374748585,13970.0,False,True,False,False,2.23828125,0.8981402361485997,"(98, 197, 152)","(99, 159, 204)",,ambos toleráveis
669,0.7272574088506013,26775.0,False,True,True,False,0.0,0.78125,"(83, 126, 159)","(102, 91, 184)",,ambos toleráveis
137,0.2518034778646822,6531.0,False,True,False,False,1.546875,0.9209807633204127,"(93, 174, 163)","(103, 138, 199)",,ambos toleráveis
136,0.7932690460640055,42711.0,False,True,True,False,0.0,2.295722101174337,"(93, 168, 174)","(113, 121, 195)",,ambos toleráveis
429,0.7746251135180632,23967.0,False,True,False,False,2.3634394316896774,1.7704062750979646,"(99, 184, 193)","(115, 157, 221)",,ambos toleráveis
911,0.72607588648078,24846.0,False,True,False,False,0.7265625,1.1427099950610828,"(86, 177, 205)","(110, 140, 237)",,ambos toleráveis
830,0.7109044214617894,23736.0,False,True,False,False,1.4453125,0.8787673501354397,"(97, 174, 187)","(112, 142, 215)",,ambos toleráveis
65,0.6845866116342061,20225.0,False,True,False,False,2.0625,0.6875,"(99, 150, 147)","(114, 112, 164)",,ambos toleráveis
439,0.6243314686174464,50584.0,False,True,False,False,2.0134814789353355,0.8095744354916121,"(108, 168, 122)","(132, 134, 155)",,ambos toleráveis
756,0.6435884422198498,32748.0,False,True,False,False,2.0746343451354567,0.8095744354916121,"(95, 123, 154)","(111, 91, 181)",,ambos toleráveis
764,0.7607506301932593,54371.0,False,True,True,False,0.0,1.6191488709832242,"(99, 185, 117)","(112, 134, 152)",,ambos toleráveis
438,0.37874400896960436,57655.0,False,True,False,False,1.1427099950610828,0.7265625,"(114, 162, 163)","(129, 122, 185)",,ambos toleráveis
878,0.6043946176836542,46134.0,False,True,True,False,0.0,0.8095744354916121,"(94, 170, 165)","(131, 141, 210)",,ambos toleráveis
969,0.7257119108015535,37349.0,False,True,True,False,0.0,0.6796875,"(93, 180, 176)","(109, 130, 209)",,ambos toleráveis
51,0.6738964119042155,27579.0,False,True,False,False,2.1493605971456953,1.0834898224314338,"(107, 149, 175)","(116, 118, 202)",,ambos toleráveis
968,0.4566939071719307,11200.0,False,True,True,False,0.0,0.71875,"(100, 161, 206)","(119, 120, 234)",,ambos toleráveis
768,0.6687010437520652,23859.0,False,True,False,False,1.390625,2.045443201515261,"(95, 159, 172)","(110, 127, 214)",,ambos toleráveis
111,0.6355233383193342,24379.0,False,True,False,False,0.9391261937633835,1.0639351520710743,"(111, 147, 179)","(128, 114, 210)",,ambos toleráveis
1000,0.6823173178650906,29110.0,False,True,False,False,0.66796875,0.66796875,"(89, 164, 167)","(122, 129, 206)",,ambos toleráveis
580,0.6638989250690065,24598.0,False,True,False,False,1.3828125,0.69140625,"(89, 162, 155)","(106, 124, 185)",,ambos toleráveis
509,,,False,False,True,False,0.0,20.674098534633295,"(114, 182, 175)","(107, 136, 145)",,um correto
800,,,False,False,False,False,13.487853625932123,0.5,"(67, 163, 187)","(105, 139, 195)",,nenhum correto
68,0.6867122944662382,23817.0,False,True,False,True,1.4237464075486943,0.0,"(96, 169, 148)","(116, 132, 173)",,ambos toleráveis
583,0.7471743572179377,45861.0,False,True,False,False,1.4296875,1.229228045121841,"(95, 153, 181)","(117, 131, 222)",,ambos toleráveis
709,0.7332615715823466,24863.0,False,True,False,False,0.74609375,0.5,"(95, 168, 181)","(121, 142, 215)",,ambos toleráveis
654,0.6216962292963703,16849.0,False,True,False,False,1.1228821210672562,0.8691559865215507,"(105, 161, 156)","(100, 126, 185)",,ambos toleráveis
853,0.5284240596730677,11999.0,False,True,False,False,2.25,0.9013878188659973,"(98, 145, 196)","(112, 117, 213)",,ambos toleráveis
921,0.6889113879473522,22222.0,False,True,False,False,1.0661844435078411,0.75390625,"(102, 170, 146)","(104, 137, 182)",,ambos toleráveis
570,0.44712506598369467,16402.0,False,True,False,False,1.2734375,1.5089909983190133,"(94, 187, 198)","(112, 149, 226)",,ambos toleráveis
690,0.6838465303343051,21070.0,False,True,False,True,1.546031375068214,0.0,"(95, 169, 151)","(122, 143, 191)",,ambos toleráveis
106,0.7207308961760978,41958.0,False,True,False,False,0.63671875,1.029961908617559,"(83, 163, 153)","(117, 129, 181)",,ambos toleráveis
502,0.7038118746584764,28319.0,False,True,False,False,1.91015625,1.91015625,"(115, 172, 158)","(121, 139, 173)",,ambos toleráveis
118,0.5555537546396097,24152.0,False,True,False,False,5.21559129707505,1.113000238656758,"(87, 170, 160)","(112, 142, 190)",,ambos toleráveis
478,0.7094356557836867,24194.0,False,True,False,False,0.69921875,1.7191938347394833,"(110, 171, 210)","(120, 144, 236)",,ambos toleráveis
771,0.5017590539541759,10456.0,False,True,True,False,0.0,0.7421875,"(99, 181, 168)","(126, 131, 197)",,ambos toleráveis
90,0.6943679935557495,36177.0,False,True,False,False,1.3203125,0.5,"(88, 156, 157)","(113, 120, 186)",,ambos toleráveis
985,,,False,False,False,False,7.902053141282729,0.9740592917816913,"(100, 174, 197)","(107, 140, 236)",,nenhum correto
842,0.6024657707910751,35647.0,False,True,False,False,1.5635006561424312,1.1080675614343762,"(96, 149, 211)","(118, 114, 232)",,ambos toleráveis
585,0.49403521626634306,18187.0,False,True,True,False,0.0,0.8281342128025279,"(97, 131, 142)","(110, 92, 168)",,ambos toleráveis
883,0.6135331005219481,27258.0,True,True,True,True,0.0,0.0,"(113, 167, 191)","(136, 137, 220)",,ambos corretos
461,0.7721982785388695,41410.0,False,True,False,True,0.68359375,0.0,"(91, 160, 168)","(105, 112, 211)",,ambos toleráveis
492,0.6269615490501973,18692.0,False,True,False,False,0.9004562916672442,0.9004562916672442,"(93, 153, 180)","(121, 120, 206)",,ambos toleráveis
182,,,False,False,False,False,54.56977507340945,37.86912405430874,"(48, 145, 264)","(79, 127, 264)",,nenhum correto
757,0.7691545574636723,33306.0,False,True,False,False,1.1327855600244912,1.1327855600244912,"(87, 163, 197)","(110, 126, 234)",,ambos toleráveis
604,0.4734089191232048,10929.0,False,True,False,False,2.2759999519442,1.8947527254565435,"(97, 186, 164)","(108, 157, 212)",,ambos toleráveis
769,0.7236158662795996,39153.0,False,True,False,False,0.63671875,1.029961908617559,"(102, 149, 122)","(118, 113, 143)",,ambos toleráveis
534,0.7051380232571839,46909.0,False,True,True,False,0.0,0.8437861682062879,"(92, 161, 237)","(114, 120, 248)",,ambos toleráveis
444,0.6295070109058536,40665.0,False,True,True,False,0.0,1.8266094479103387,"(95, 168, 228)","(120, 128, 258)",,ambos toleráveis
863,0.6608081746400372,28828.0,False,True,False,True,1.6914964612201566,0.0,"(100, 159, 184)","(118, 122, 226)",,ambos toleráveis
635,0.7167552467848138,30169.0,False,True,False,False,0.71484375,1.127831181439902,"(86, 167, 193)","(110, 142, 224)",,ambos toleráveis
416,0.6960422288500686,43911.0,False,True,True,False,0.0,0.578125,"(104, 177, 142)","(132, 134, 168)",,ambos toleráveis
166,0.6870853546610725,17566.0,False,True,False,False,1.7731320290330363,1.276244270692943,"(117, 176, 161)","(132, 145, 213)",,ambos toleráveis
687,0.7419837783590807,35570.0,False,True,False,True,0.69921875,0.0,"(94, 164, 179)","(110, 129, 205)",,ambos toleráveis
904,,,False,False,False,False,10.537915754883944,15.278304052054706,"(77, 129, 175)","(64, 95, 171)",,nenhum correto
528,0.7214131883909343,19935.0,True,True,True,True,0.0,0.0,"(89, 170, 148)","(101, 124, 172)",,ambos corretos
16,0.6336442020059827,32197.0,False,True,False,False,1.5625,0.78125,"(85, 159, 185)","(108, 132, 218)",,ambos toleráveis
741,0.5397876018770067,8420.0,False,True,False,False,1.4765625,1.7833218487996636,"(101, 168, 172)","(119, 134, 206)",,ambos toleráveis
448,0.7519833369069133,34279.0,False,True,False,False,0.75,0.75,"(109, 160, 158)","(126, 133, 208)",,ambos toleráveis
522,,,False,False,False,False,47.1405563783889,34.758708274378094,"(60, 145, 260)","(71, 113, 261)",,nenhum correto
491,0.6746131394002641,32809.0,False,True,False,False,1.3671875,2.381806908712506,"(100, 196, 168)","(113, 162, 206)",,ambos toleráveis
178,0.5543859649122806,29815.0,False,True,True,False,0.0,1.2734375,"(95, 166, 139)","(107, 129, 180)",,ambos toleráveis
