IMG_ID,dice_artery,artery_voxels,ostia_found,ostia_status,segmentation_attempted,proceeded_with_bad_ostia,skip_reason,ostia_error,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
248,0.6713273827511738,171037.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(198, 358, 200)","(241, 287, 228)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
907,0.3007580875178263,89585.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,15.452636217307813,"(190, 294, 120)","(245, 201, 119)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
873,0.7476611325042611,192999.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(178, 308, 166)","(233, 253, 210)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
376,0.6865471417030454,156883.0,True,both_tolerable,True,False,,,False,True,False,True,0.375,0.0,"(173, 392, 197)","(197, 316, 232)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
821,0.6096810841901611,109903.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(269, 347, 168)","(305, 278, 207)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
988,0.48201492599264495,57727.0,True,found_but_wrong,True,True,,,False,False,False,True,10.092014600539862,0.0,"(176, 274, 207)","(233, 230, 219)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
750,0.0,228877.0,True,found_but_wrong,True,True,,,False,False,False,False,36.29318253993377,25.725389589968586,"(125, 235, 166)","(236, 161, 230)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
459,0.27953211661183847,435323.0,True,found_but_wrong,True,True,,,False,False,False,True,19.29133270611766,0.0,"(216, 328, 205)","(264, 269, 189)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
798,0.42507504219110315,277032.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(224, 356, 168)","(247, 282, 207)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
545,0.6516069583670734,164874.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(214, 355, 127)","(248, 281, 182)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
230,0.5164099251489904,195753.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,1.4102374024432907,"(192, 405, 166)","(220, 340, 198)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
293,0.0,,False,not_found,False,False,ostia_not_found,"Segundo óstio não encontrado! Tentou 2000 candidatos. Restrições: dist>=73.2, z_diff<=40.0mm, x_sep>=29.3. Tente aumentar 'top_n' ou relaxar os fatores.",False,False,False,False,,,,,,óstios não encontrados,scipy,N/A,"(1, 1, 1)",99.7
567,0.5402806041922723,151670.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,19.07006125653835,"(202, 344, 192)","(201, 231, 216)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
32,0.0,4416.0,True,found_but_wrong,True,True,,,False,False,False,False,15.223616493642627,29.021143933286524,"(282, 313, 186)","(192, 260, 173)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
647,0.6628416482966609,190745.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(198, 324, 188)","(231, 260, 236)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
526,0.6108162851934373,116718.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,0.63210077646018,"(176, 330, 160)","(224, 258, 195)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
339,0.5707524565205406,131672.0,True,both_tolerable,True,False,,,False,True,False,True,7.203451749130466,0.0,"(176, 335, 164)","(214, 261, 206)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
810,0.6471733933631022,152850.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(223, 333, 178)","(257, 264, 214)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
570,0.46092335483657126,101555.0,True,both_tolerable,True,False,,,False,True,False,False,0.318359375,2.7051126746439844,"(196, 376, 202)","(220, 293, 224)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
899,0.5864588678908499,84351.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,8.449904076748446,"(170, 318, 177)","(270, 198, 201)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
606,0.0,,False,not_found,False,False,ostia_not_found,Nenhuma superfície de aorta encontrada!,False,False,False,False,,,,,,óstios não encontrados,scipy,N/A,"(1, 1, 1)",99.7
364,0.6134682506644465,301605.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(203, 348, 129)","(264, 280, 181)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
813,0.45975422026247814,168924.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(213, 383, 153)","(256, 299, 186)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
883,0.2795099866162053,51463.0,True,found_but_wrong,True,True,,,False,False,False,False,0.345703125,12.76766073740865,"(225, 334, 191)","(243, 250, 202)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
352,0.6486867311558983,160010.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(222, 300, 104)","(248, 221, 168)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
444,0.5388688982717003,252299.0,True,both_tolerable,True,False,,,False,True,False,False,1.0883936925938724,1.47249823008303,"(185, 328, 228)","(239, 250, 256)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
434,0.306437843126258,240813.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(185, 268, 150)","(231, 191, 185)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
291,0.6624749248737324,155715.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,0.8312514685137404,"(201, 282, 231)","(258, 215, 244)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
705,0.17916524671318135,43948.0,True,found_but_wrong,True,True,,,False,False,False,False,0.38671875,29.50774036304725,"(244, 279, 208)","(192, 243, 158)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
219,0.7034206232398641,210166.0,True,both_tolerable,True,False,,,False,True,False,True,1.5654196355143584,0.0,"(188, 311, 172)","(241, 265, 214)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
227,0.340866486148719,252941.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,7.0,"(202, 328, 134)","(280, 264, 169)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
512,0.6036640281509236,169473.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(185, 303, 206)","(223, 223, 239)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
769,0.666038489100706,251898.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(200, 300, 122)","(238, 221, 144)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
870,0.5083085447832728,79583.0,True,both_tolerable,True,False,,,False,True,False,True,0.34765625,0.0,"(200, 313, 138)","(260, 250, 168)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
184,0.588423674022538,151948.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(179, 305, 165)","(226, 249, 193)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
384,0.6850960945402511,157359.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,2.0938811759281495,"(193, 321, 224)","(212, 231, 241)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
266,0.5593455780212996,104423.0,True,both_tolerable,True,False,,,False,True,False,False,2.317691234282665,0.869921524191667,"(202, 339, 174)","(232, 262, 192)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
764,0.6927750855671151,377866.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(198, 370, 115)","(234, 267, 159)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
73,0.649606452702849,272744.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,0.5,"(189, 312, 160)","(240, 250, 194)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
960,0.6773815874247473,183686.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(180, 297, 174)","(227, 231, 215)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
857,0.6087197765510237,280265.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(167, 311, 147)","(215, 223, 186)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
483,0.4108258154059681,243091.0,True,both_tolerable,True,False,,,False,True,False,True,0.63671875,0.0,"(224, 335, 185)","(268, 265, 216)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
214,0.680371441848721,234355.0,True,both_tolerable,True,False,,,False,True,False,False,1.0067407394676677,1.1240671316713724,"(196, 348, 218)","(239, 278, 242)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
209,0.6209107456176312,162290.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(194, 345, 158)","(243, 263, 188)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
239,0.5676324982972855,175906.0,True,found_but_wrong,True,True,,,False,False,False,True,11.353676060334283,0.0,"(212, 334, 169)","(251, 287, 194)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
464,0.5485185216819413,148441.0,True,both_tolerable,True,False,,,False,True,False,True,0.318359375,0.0,"(222, 352, 163)","(256, 265, 194)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
470,0.0,,False,not_found,False,False,ostia_not_found,"Segundo óstio não encontrado! Tentou 2000 candidatos. Restrições: dist>=80.1, z_diff<=40.0mm, x_sep>=32.0. Tente aumentar 'top_n' ou relaxar os fatores.",False,False,False,False,,,,,,óstios não encontrados,scipy,N/A,"(1, 1, 1)",99.7
982,0.4931421374345701,93092.0,True,found_but_wrong,True,True,,,False,False,False,False,1.0190933865777003,15.35447563505794,"(185, 281, 108)","(216, 196, 115)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
403,0.7018496418030542,184132.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(200, 295, 186)","(210, 215, 212)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
308,0.6436820783727469,141660.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(197, 351, 188)","(241, 261, 225)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
472,0.6293866370133304,222028.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,0.3671875,"(203, 325, 204)","(239, 261, 231)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
267,0.0,,False,not_found,False,False,ostia_not_found,"Segundo óstio não encontrado! Tentou 2000 candidatos. Restrições: dist>=98.9, z_diff<=40.0mm, x_sep>=39.6. Tente aumentar 'top_n' ou relaxar os fatores.",False,False,False,False,,,,,,óstios não encontrados,scipy,N/A,"(1, 1, 1)",99.7
117,0.6399159995440477,274608.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(204, 312, 178)","(223, 229, 204)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
507,0.561127428969256,145844.0,True,both_tolerable,True,False,,,False,True,False,True,3.0948767873861414,0.0,"(201, 291, 200)","(218, 212, 229)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
590,0.5005732370940916,87656.0,True,both_tolerable,True,False,,,False,True,False,False,7.16247341290877,0.6273515332642955,"(249, 273, 148)","(236, 196, 179)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
646,0.40830685646819415,103549.0,True,found_but_wrong,True,True,,,False,False,False,False,12.348643740418751,1.2476601635818394,"(171, 351, 196)","(226, 294, 207)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
541,0.5719369729478815,192118.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(189, 359, 177)","(236, 291, 218)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
869,0.6197325995846104,215750.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(187, 379, 162)","(217, 308, 191)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
862,0.6425465555707326,216966.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(167, 262, 197)","(199, 169, 225)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
87,0.5917823839638707,171521.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(205, 327, 191)","(228, 244, 220)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
957,0.5907357381217225,240883.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(156, 355, 128)","(229, 224, 182)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
317,0.47467422322444175,132457.0,True,found_but_wrong,True,True,,,False,False,False,False,1.4402598549244616,9.914218140831588,"(188, 309, 213)","(296, 215, 198)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
981,0.5858183167344444,83412.0,True,both_tolerable,True,False,,,False,True,False,False,0.36328125,0.36328125,"(177, 282, 164)","(221, 208, 199)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
949,0.6405866652287617,168754.0,True,both_tolerable,True,False,,,False,True,False,True,0.5165194065698608,0.0,"(203, 306, 174)","(255, 253, 211)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
614,0.4554191319812579,67003.0,True,found_but_wrong,True,True,,,False,False,False,False,1.2699007875633066,34.53322764813761,"(183, 270, 190)","(134, 192, 235)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
116,0.44265891214025777,112347.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,8.796528079304926,"(202, 347, 148)","(257, 298, 170)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
513,0.6802340590310645,194707.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(197, 312, 164)","(249, 232, 212)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
755,0.5101284496096139,110291.0,True,found_but_wrong,True,True,,,False,False,False,True,24.233735283303933,0.0,"(120, 318, 203)","(229, 225, 187)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
557,0.6875502784823482,139555.0,True,both_tolerable,True,False,,,False,True,False,True,1.231503780952377,0.0,"(189, 294, 160)","(203, 219, 204)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
978,0.4062574858808674,144852.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,6.462335474513549,"(183, 312, 187)","(235, 237, 201)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
786,0.534269698572184,126878.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(204, 341, 175)","(236, 235, 192)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
222,0.49214345931561254,269338.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(198, 311, 186)","(227, 214, 225)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
763,0.5172123453712489,284918.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,1.6035096775925028,"(201, 393, 178)","(221, 309, 196)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
269,0.4476055392247552,57002.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,15.6102195717461,"(211, 357, 185)","(266, 265, 191)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
672,0.47392198962247273,104324.0,True,both_tolerable,True,False,,,False,True,False,False,0.4502281458336221,7.855141684591676,"(172, 293, 200)","(230, 207, 203)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
597,0.3771729685270979,79452.0,True,both_tolerable,True,False,,,False,True,False,False,1.1240671316713724,7.9389735979111355,"(180, 284, 181)","(227, 200, 181)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
324,0.7036761855536892,223784.0,True,both_tolerable,True,False,,,False,True,False,True,1.072265625,0.0,"(150, 356, 194)","(184, 271, 219)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
188,0.6186047226663387,168319.0,True,both_tolerable,True,False,,,False,True,False,True,1.9379094829383803,0.0,"(203, 351, 199)","(243, 304, 219)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
935,0.6768405827270737,183891.0,True,both_tolerable,True,False,,,False,True,False,True,1.1484375,0.0,"(215, 314, 186)","(223, 235, 204)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
688,0.5716668954376036,228714.0,True,both_tolerable,True,False,,,False,True,False,True,1.397214898523577,0.0,"(197, 352, 136)","(214, 271, 174)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
154,0.6298292491366879,149802.0,True,both_tolerable,True,False,,,False,True,False,True,1.7844338322175188,0.0,"(194, 329, 136)","(219, 254, 163)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
759,0.1642662328341069,28708.0,True,both_tolerable,True,False,,,False,True,False,False,1.0067407394676677,6.008440121333522,"(217, 318, 193)","(249, 234, 198)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
791,0.3144761057583825,626683.0,True,found_but_wrong,True,True,,,False,False,False,False,14.880695310570182,36.87910573053043,"(176, 325, 193)","(73, 278, 225)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
270,0.14767308223623443,487439.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,15.425140869882288,"(209, 334, 170)","(312, 108, 176)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
122,0.2654541023063096,32710.0,True,found_but_wrong,True,True,,,False,False,False,False,13.729330861677994,3.9335801731394295,"(111, 340, 208)","(152, 261, 206)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
156,0.46053125068943457,70822.0,True,found_but_wrong,True,True,,,False,False,False,True,8.131989275248333,0.0,"(176, 272, 152)","(220, 188, 178)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
110,0.5847731480935476,218749.0,True,both_tolerable,True,False,,,False,True,False,False,1.060546875,0.6123506324967262,"(190, 353, 173)","(218, 280, 201)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
9,0.2674391801389278,46294.0,True,both_tolerable,True,False,,,False,True,False,False,6.186908115630133,1.4902023771957955,"(175, 335, 209)","(225, 281, 223)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
861,0.054898328632172776,5414.0,True,both_tolerable,True,False,,,False,True,False,True,0.7421875,0.0,"(215, 265, 165)","(246, 196, 187)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
187,0.5970504377835145,169711.0,True,found_but_wrong,True,True,,,False,False,False,True,33.706549359531934,0.0,"(101, 291, 208)","(241, 233, 182)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
83,0.3978834347948935,33397.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(204, 345, 190)","(221, 239, 220)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
314,0.5419013714268547,131774.0,True,both_tolerable,True,False,,,False,True,False,False,0.318359375,2.9943750417857045,"(182, 247, 174)","(224, 178, 201)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
838,0.43516041368175923,112518.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,5.1221696434899,"(195, 283, 193)","(260, 206, 206)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
525,0.3732259401222418,65085.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,15.84790995683658,"(221, 307, 193)","(220, 211, 203)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
284,0.403250452678532,119058.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,13.8671573778282,"(190, 318, 209)","(237, 224, 236)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
468,0.36956025389287184,68358.0,True,found_but_wrong,True,True,,,False,False,False,True,11.839361419468569,0.0,"(170, 263, 204)","(247, 237, 210)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
493,0.37911243009236134,78538.0,True,both_tolerable,True,False,,,False,True,False,False,1.3680800657879093,0.5927501089416944,"(209, 357, 198)","(239, 272, 226)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
437,0.5512203821923342,266632.0,True,both_tolerable,True,False,,,False,True,False,True,1.3828125,0.0,"(212, 329, 187)","(241, 264, 215)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
347,0.7507981435771612,322003.0,True,both_tolerable,True,False,,,False,True,False,True,0.376953125,0.0,"(168, 305, 173)","(201, 224, 169)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
241,0.30683663911237546,420662.0,True,found_but_wrong,True,True,,,False,False,False,False,33.15175863580954,1.6420055575352241,"(129, 321, 217)","(211, 213, 165)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
556,0.6065346473093544,100512.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(165, 312, 179)","(218, 232, 235)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
539,0.5626077300835823,119959.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(204, 332, 117)","(223, 250, 156)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
215,0.6035741763684194,141789.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(181, 340, 184)","(233, 285, 228)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
552,0.6075120337502555,171952.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,1.2689962815154345,"(165, 354, 183)","(209, 293, 233)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
797,0.11681436058799556,412571.0,True,found_but_wrong,True,True,,,False,False,False,False,16.81842016196482,31.817538358944432,"(214, 321, 246)","(153, 282, 240)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
702,0.0,0.0,True,both_tolerable,True,False,,,False,True,False,False,1.7858409945628777,7.546292932150346,"(177, 315, 154)","(266, 207, 205)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
508,0.4788818843266882,126881.0,True,found_but_wrong,True,True,,,False,False,False,True,11.897516687120573,0.0,"(160, 303, 188)","(234, 222, 187)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
30,0.6189458091216603,119145.0,True,found_but_wrong,True,True,,,False,False,False,False,0.3515625,8.60120415352554,"(195, 306, 168)","(235, 219, 184)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
607,0.6730671670939155,290600.0,True,both_tolerable,True,False,,,False,True,False,True,2.3167751076472793,0.0,"(178, 311, 144)","(229, 253, 188)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
